instant,dteday,season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,cnt
1101,18-02-2011,1,2,14,0,5,1,1,0.66,0.6212,0.36,0.2985,73,191
1102,18-02-2011,1,2,15,0,5,1,1,0.66,0.6212,0.36,0.3284,55,172
1103,18-02-2011,1,2,16,0,5,1,1,0.66,0.6212,0.36,0.2836,68,232
1104,18-02-2011,1,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,52,327
1105,18-02-2011,1,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,29,224
1106,18-02-2011,1,2,19,0,5,1,1,0.62,0.6212,0.29,0.5821,16,162
1107,18-02-2011,1,2,20,0,5,1,1,0.6,0.6212,0.31,0.194,19,124
1108,18-02-2011,1,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925,11,72
1109,18-02-2011,1,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,19,107
1110,18-02-2011,1,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,16,77
1111,19-02-2011,1,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,6,29
1112,19-02-2011,1,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,10,31
1113,19-02-2011,1,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,3,17
1114,19-02-2011,1,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7
1115,19-02-2011,1,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3
1116,19-02-2011,1,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3
1117,19-02-2011,1,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,3,6
1118,19-02-2011,1,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,6,22
1119,19-02-2011,1,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,9,45
1120,19-02-2011,1,2,9,0,6,0,1,0.4,0.4091,0.16,0.6567,18,55
1121,19-02-2011,1,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,34,106
1122,19-02-2011,1,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,47,123
1123,19-02-2011,1,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,38,119
1124,19-02-2011,1,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,52,155
1125,19-02-2011,1,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,102,196
1126,19-02-2011,1,2,15,0,6,0,1,0.44,0.4394,0.16,0.7463,84,171
1127,19-02-2011,1,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,39,120
1128,19-02-2011,1,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,36,127
1129,19-02-2011,1,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,21,88
1130,19-02-2011,1,2,19,0,6,0,1,0.34,0.303,0.29,0.3582,5,59
1131,19-02-2011,1,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,9,47
1132,19-02-2011,1,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,4,33
1133,19-02-2011,1,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,2,44
1134,19-02-2011,1,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,4,29
1135,20-02-2011,1,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478,3,17
1136,20-02-2011,1,2,1,0,0,0,1,0.24,0.197,0.41,0.4627,5,16
1137,20-02-2011,1,2,2,0,0,0,1,0.24,0.197,0.41,0.5522,0,17
1138,20-02-2011,1,2,3,0,0,0,1,0.22,0.1818,0.44,0.5522,9,18
1139,20-02-2011,1,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1
1140,20-02-2011,1,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,1,2
1141,20-02-2011,1,2,7,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2
1142,20-02-2011,1,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,2,24
1143,20-02-2011,1,2,9,0,0,0,1,0.22,0.2121,0.47,0.2836,7,55
1144,20-02-2011,1,2,10,0,0,0,2,0.26,0.2576,0.41,0.194,34,104
1145,20-02-2011,1,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,72,161
1146,20-02-2011,1,2,12,0,0,0,1,0.3,0.3182,0.33,0.1045,62,182
1147,20-02-2011,1,2,13,0,0,0,1,0.34,0.3333,0.29,0,76,198
1148,20-02-2011,1,2,14,0,0,0,1,0.36,0.3485,0.27,0.1642,108,212
1149,20-02-2011,1,2,15,0,0,0,1,0.36,0.3636,0.27,0.0896,66,168
1150,20-02-2011,1,2,16,0,0,0,1,0.36,0.3636,0.29,0.0896,59,147
1151,20-02-2011,1,2,17,0,0,0,1,0.34,0.3485,0.33,0.1642,60,146
1152,20-02-2011,1,2,18,0,0,0,2,0.34,0.3333,0.36,0.1343,30,101
1153,20-02-2011,1,2,19,0,0,0,2,0.34,0.3333,0.36,0.1343,3,42
1154,20-02-2011,1,2,20,0,0,0,2,0.34,0.3636,0.42,0,12,42
1155,20-02-2011,1,2,21,0,0,0,2,0.32,0.3485,0.53,0,17,56
1156,20-02-2011,1,2,22,0,0,0,2,0.32,0.303,0.57,0.2239,4,47
1157,20-02-2011,1,2,23,0,0,0,2,0.3,0.303,0.61,0.1642,9,54
1158,21-02-2011,1,2,0,1,1,0,2,0.34,0.303,0.42,0.3284,7,37
1159,21-02-2011,1,2,1,1,1,0,2,0.34,0.303,0.42,0.3284,2,13
1160,21-02-2011,1,2,2,1,1,0,2,0.34,0.303,0.42,0.3284,1,4
1161,21-02-2011,1,2,3,1,1,0,2,0.34,0.303,0.42,0.2985,2,5
1162,21-02-2011,1,2,4,1,1,0,1,0.32,0.3182,0.45,0.1642,1,1
1163,21-02-2011,1,2,5,1,1,0,2,0.34,0.3636,0.36,0,1,3
1164,21-02-2011,1,2,6,1,1,0,2,0.42,0.4242,0.26,0.2985,2,8
1165,21-02-2011,1,2,7,1,1,0,2,0.42,0.4242,0.26,0.2836,3,19
1166,21-02-2011,1,2,8,1,1,0,2,0.32,0.303,0.57,0.2985,7,63
1167,21-02-2011,1,2,9,1,1,0,2,0.32,0.303,0.57,0.2836,11,57
1168,21-02-2011,1,2,10,1,1,0,2,0.32,0.303,0.57,0.2537,29,81
1169,21-02-2011,1,2,11,1,1,0,2,0.32,0.3333,0.57,0.1045,20,90
1170,21-02-2011,1,2,12,1,1,0,2,0.32,0.3182,0.66,0.194,26,93
1171,21-02-2011,1,2,13,1,1,0,3,0.3,0.2727,0.81,0.3284,28,103
1172,21-02-2011,1,2,14,1,1,0,2,0.32,0.303,0.76,0.2537,15,116
1173,21-02-2011,1,2,15,1,1,0,2,0.3,0.2727,0.7,0.4478,11,87
1174,21-02-2011,1,2,16,1,1,0,3,0.28,0.2424,0.75,0.4179,8,56
1175,21-02-2011,1,2,17,1,1,0,2,0.28,0.2576,0.75,0.3881,18,80
1176,21-02-2011,1,2,18,1,1,0,2,0.24,0.2121,0.87,0.3582,2,66
1177,21-02-2011,1,2,19,1,1,0,2,0.24,0.2121,0.87,0.3582,0,49
1178,21-02-2011,1,2,20,1,1,0,3,0.24,0.2121,0.81,0.3881,0,29
1179,21-02-2011,1,2,21,1,1,0,3,0.22,0.197,0.75,0.4478,1,34
1180,21-02-2011,1,2,22,1,1,0,3,0.2,0.1667,0.75,0.4179,0,11
1181,21-02-2011,1,2,23,1,1,0,3,0.2,0.1667,0.75,0.4179,0,2
1182,22-02-2011,1,2,6,0,2,1,2,0.12,0.1212,0.8,0.2836,0,7
1183,22-02-2011,1,2,7,0,2,1,2,0.12,0.1212,0.8,0.2836,0,40
1184,22-02-2011,1,2,8,0,2,1,2,0.12,0.1212,0.8,0.2537,7,114
1185,22-02-2011,1,2,9,0,2,1,2,0.14,0.1212,0.74,0.2537,5,106
1186,22-02-2011,1,2,10,0,2,1,1,0.16,0.1818,0.69,0,0,44
1187,22-02-2011,1,2,11,0,2,1,1,0.16,0.2273,0.64,0,7,50
1188,22-02-2011,1,2,12,0,2,1,1,0.2,0.2273,0.59,0.1045,7,55
1189,22-02-2011,1,2,13,0,2,1,1,0.22,0.2273,0.55,0.1642,3,55
1190,22-02-2011,1,2,14,0,2,1,1,0.22,0.2273,0.55,0.194,9,58
1191,22-02-2011,1,2,15,0,2,1,1,0.24,0.2273,0.48,0.194,2,69
1192,22-02-2011,1,2,16,0,2,1,1,0.22,0.2273,0.51,0.1642,7,86
1193,22-02-2011,1,2,17,0,2,1,1,0.22,0.2121,0.51,0.2239,8,196
1194,22-02-2011,1,2,18,0,2,1,1,0.22,0.2273,0.47,0.1343,6,167
1195,22-02-2011,1,2,19,0,2,1,1,0.2,0.1818,0.47,0.2836,4,118
1196,22-02-2011,1,2,20,0,2,1,1,0.2,0.197,0.47,0.2239,3,105
1197,22-02-2011,1,2,21,0,2,1,1,0.2,0.197,0.47,0.2537,2,82
1198,22-02-2011,1,2,22,0,2,1,1,0.16,0.1515,0.43,0.2537,1,77
1199,22-02-2011,1,2,23,0,2,1,1,0.16,0.1515,0.43,0.2537,3,21
1200,23-02-2011,1,2,0,0,3,1,1,0.14,0.1364,0.5,0.194,0,6
1201,23-02-2011,1,2,1,0,3,1,1,0.14,0.1515,0.46,0.1642,0,4
1202,23-02-2011,1,2,2,0,3,1,1,0.12,0.1515,0.5,0.1343,0,1
1203,23-02-2011,1,2,3,0,3,1,1,0.12,0.1364,0.5,0.1642,0,2
1204,23-02-2011,1,2,5,0,3,1,1,0.12,0.1515,0.5,0.1045,0,8
1205,23-02-2011,1,2,6,0,3,1,1,0.12,0.1515,0.5,0.1045,0,36
1206,23-02-2011,1,2,7,0,3,1,1,0.12,0.1515,0.54,0.1343,2,96
1207,23-02-2011,1,2,8,0,3,1,1,0.14,0.1515,0.54,0.1642,8,235
1208,23-02-2011,1,2,9,0,3,1,1,0.18,0.2121,0.51,0.0896,9,139
1209,23-02-2011,1,2,10,0,3,1,1,0.2,0.2576,0.4,0,4,51
1210,23-02-2011,1,2,11,0,3,1,1,0.24,0.2576,0.41,0.1045,16,69
1211,23-02-2011,1,2,12,0,3,1,1,0.26,0.2879,0.35,0.0896,11,67
1212,23-02-2011,1,2,13,0,3,1,1,0.3,0.3182,0.28,0.0896,9,87
1213,23-02-2011,1,2,14,0,3,1,1,0.32,0.3333,0.29,0.1045,17,78
1214,23-02-2011,1,2,15,0,3,1,1,0.34,0.3485,0.25,0.0896,18,72
1215,23-02-2011,1,2,16,0,3,1,1,0.34,0.3636,0.25,0,15,94
1216,23-02-2011,1,2,17,0,3,1,1,0.34,0.3485,0.25,0.0896,15,222
1217,23-02-2011,1,2,18,0,3,1,1,0.32,0.3333,0.26,0.0896,3,209
1218,23-02-2011,1,2,19,0,3,1,1,0.3,0.3333,0.33,0,6,141
1219,23-02-2011,1,2,20,0,3,1,1,0.24,0.2424,0.6,0.1642,2,109
1220,23-02-2011,1,2,21,0,3,1,1,0.24,0.2879,0.48,0,2,91
1221,23-02-2011,1,2,22,0,3,1,1,0.24,0.2879,0.48,0,1,61
1222,23-02-2011,1,2,23,0,3,1,1,0.22,0.2576,0.55,0.0896,1,39
1223,24-02-2011,1,2,0,0,4,1,1,0.22,0.2576,0.55,0.0896,0,11
1224,24-02-2011,1,2,1,0,4,1,1,0.22,0.2576,0.6,0.0896,0,7
1225,24-02-2011,1,2,2,0,4,1,1,0.2,0.2273,0.64,0.0896,0,4
1226,24-02-2011,1,2,3,0,4,1,1,0.2,0.2121,0.64,0.1343,0,2
1227,24-02-2011,1,2,5,0,4,1,1,0.2,0.2121,0.69,0.1343,1,4
1228,24-02-2011,1,2,6,0,4,1,1,0.2,0.197,0.69,0.194,0,58
1229,24-02-2011,1,2,7,0,4,1,1,0.2,0.197,0.72,0.194,0,104
1230,24-02-2011,1,2,8,0,4,1,1,0.24,0.2273,0.7,0.2239,8,252
1231,24-02-2011,1,2,9,0,4,1,2,0.24,0.2121,0.75,0.2985,4,137
1232,24-02-2011,1,2,10,0,4,1,2,0.26,0.2424,0.7,0.2836,8,57
1233,24-02-2011,1,2,11,0,4,1,2,0.32,0.2879,0.57,0.3881,8,79
1234,24-02-2011,1,2,12,0,4,1,2,0.36,0.3333,0.53,0.3582,10,95
1235,24-02-2011,1,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,88
1236,24-02-2011,1,2,14,0,4,1,2,0.4,0.4091,0.5,0.2985,2,69
1237,24-02-2011,1,2,15,0,4,1,3,0.4,0.4091,0.54,0.3881,5,63
1238,24-02-2011,1,2,16,0,4,1,3,0.38,0.3939,0.62,0.2836,4,71
1239,24-02-2011,1,2,17,0,4,1,3,0.36,0.3485,0.66,0.194,9,177
1240,24-02-2011,1,2,18,0,4,1,2,0.34,0.303,0.87,0.3284,5,137
1241,24-02-2011,1,2,19,0,4,1,3,0.34,0.303,0.93,0.2985,3,115
1242,24-02-2011,1,2,20,0,4,1,2,0.34,0.303,0.93,0.3582,2,89
1243,24-02-2011,1,2,21,0,4,1,2,0.34,0.303,0.87,0.3284,7,83
1244,24-02-2011,1,2,22,0,4,1,3,0.34,0.3182,0.87,0.2836,5,55
1245,24-02-2011,1,2,23,0,4,1,2,0.32,0.303,0.93,0.2239,3,50
1246,25-02-2011,1,2,0,0,5,1,3,0.32,0.3485,0.93,0,1,9
1247,25-02-2011,1,2,1,0,5,1,2,0.32,0.3485,1,0,1,10
1248,25-02-2011,1,2,2,0,5,1,2,0.32,0.3485,1,0,0,3
1249,25-02-2011,1,2,3,0,5,1,2,0.32,0.3333,0.93,0.1045,1,2
1250,25-02-2011,1,2,5,0,5,1,2,0.32,0.3333,0.93,0.1045,1,6
1251,25-02-2011,1,2,6,0,5,1,3,0.34,0.3485,0.93,0.0896,0,11
1252,25-02-2011,1,2,7,0,5,1,3,0.34,0.3333,1,0.1343,1,35
1253,25-02-2011,1,2,8,0,5,1,3,0.36,0.3485,0.93,0.1343,3,73
1254,25-02-2011,1,2,9,0,5,1,3,0.34,0.303,0.93,0.3582,3,114
1255,25-02-2011,1,2,10,0,5,1,3,0.42,0.4242,0.94,0.3284,7,49
1256,25-02-2011,1,2,11,0,5,1,1,0.52,0.5,0.77,0.4478,9,59
1257,25-02-2011,1,2,12,0,5,1,3,0.54,0.5152,0.6,0.4627,20,115
1258,25-02-2011,1,2,13,0,5,1,3,0.54,0.5152,0.6,0.4627,6,83
1259,25-02-2011,1,2,14,0,5,1,3,0.56,0.5303,0.56,0.6119,14,85
1260,25-02-2011,1,2,15,0,5,1,1,0.46,0.4545,0.41,0.806,5,55
1261,25-02-2011,1,2,16,0,5,1,1,0.32,0.2879,0.49,0.4627,11,102
1262,25-02-2011,1,2,17,0,5,1,1,0.32,0.2727,0.49,0.7463,8,189
1263,25-02-2011,1,2,18,0,5,1,1,0.32,0.2879,0.49,0.4925,7,157
1264,25-02-2011,1,2,19,0,5,1,1,0.3,0.2727,0.52,0.4478,4,90
1265,25-02-2011,1,2,20,0,5,1,1,0.3,0.2576,0.49,0.6119,2,62
1266,25-02-2011,1,2,21,0,5,1,1,0.28,0.2576,0.48,0.3881,7,63
1267,25-02-2011,1,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,7,50
1268,25-02-2011,1,2,23,0,5,1,1,0.26,0.2273,0.48,0.3284,2,39
1269,26-02-2011,1,2,0,0,6,0,1,0.24,0.2273,0.52,0.194,3,28
1270,26-02-2011,1,2,1,0,6,0,1,0.24,0.2121,0.52,0.2985,2,27
1271,26-02-2011,1,2,2,0,6,0,1,0.22,0.197,0.6,0.3582,3,12
1272,26-02-2011,1,2,3,0,6,0,1,0.22,0.2273,0.55,0.1343,1,8
1273,26-02-2011,1,2,4,0,6,0,2,0.22,0.2576,0.6,0.0896,1,2
1274,26-02-2011,1,2,5,0,6,0,2,0.22,0.2424,0.64,0.1045,1,10
1275,26-02-2011,1,2,6,0,6,0,1,0.22,0.2727,0.6,0,1,7
1276,26-02-2011,1,2,7,0,6,0,1,0.22,0.2576,0.6,0.0896,1,22
1277,26-02-2011,1,2,8,0,6,0,2,0.24,0.2879,0.6,0,2,57
1278,26-02-2011,1,2,9,0,6,0,2,0.26,0.2576,0.56,0.1642,9,74
1279,26-02-2011,1,2,10,0,6,0,2,0.3,0.303,0.49,0.1343,14,85
1280,26-02-2011,1,2,11,0,6,0,1,0.3,0.3333,0.45,0,26,126
1281,26-02-2011,1,2,12,0,6,0,2,0.32,0.3182,0.45,0.1642,45,160
1282,26-02-2011,1,2,13,0,6,0,2,0.34,0.3182,0.42,0.2537,38,174
1283,26-02-2011,1,2,14,0,6,0,2,0.34,0.303,0.36,0.3284,57,211
1284,26-02-2011,1,2,15,0,6,0,2,0.36,0.3333,0.4,0.2836,40,165
1285,26-02-2011,1,2,16,0,6,0,1,0.36,0.3333,0.46,0.2836,41,171
1286,26-02-2011,1,2,17,0,6,0,1,0.36,0.3485,0.43,0.2239,53,183
1287,26-02-2011,1,2,18,0,6,0,1,0.34,0.3333,0.46,0.194,26,137
1288,26-02-2011,1,2,19,0,6,0,1,0.32,0.303,0.49,0.2537,30,94
1289,26-02-2011,1,2,20,0,6,0,1,0.3,0.303,0.56,0.1642,8,68
1290,26-02-2011,1,2,21,0,6,0,1,0.28,0.2727,0.65,0.2537,9,68
1291,26-02-2011,1,2,22,0,6,0,1,0.28,0.2727,0.75,0.2239,8,46
1292,26-02-2011,1,2,23,0,6,0,1,0.28,0.2576,0.75,0.2836,5,34
1293,27-02-2011,1,2,0,0,0,0,1,0.26,0.2424,0.87,0.2836,8,34
1294,27-02-2011,1,2,1,0,0,0,1,0.26,0.2576,0.87,0.194,7,37
1295,27-02-2011,1,2,2,0,0,0,1,0.26,0.2727,0.87,0.1343,2,22
1296,27-02-2011,1,2,3,0,0,0,1,0.26,0.2879,0.87,0.0896,3,11
1297,27-02-2011,1,2,4,0,0,0,1,0.24,0.2424,0.87,0.1343,0,2
1298,27-02-2011,1,2,6,0,0,0,1,0.24,0.2879,0.87,0,2,3
1299,27-02-2011,1,2,7,0,0,0,1,0.24,0.2424,0.87,0.1343,6,14
1300,27-02-2011,1,2,8,0,0,0,1,0.26,0.303,0.87,0,9,35
1301,27-02-2011,1,2,9,0,0,0,1,0.28,0.303,0.87,0.0896,17,59
1302,27-02-2011,1,2,10,0,0,0,1,0.3,0.303,0.81,0.1642,24,103
1303,27-02-2011,1,2,11,0,0,0,1,0.36,0.3485,0.62,0.1343,33,125
1304,27-02-2011,1,2,12,0,0,0,1,0.4,0.4091,0.54,0.0896,61,193
1305,27-02-2011,1,2,13,0,0,0,1,0.42,0.4242,0.47,0,90,259
1306,27-02-2011,1,2,14,0,0,0,1,0.44,0.4394,0.47,0.0896,105,282
1307,27-02-2011,1,2,15,0,0,0,1,0.46,0.4545,0.44,0.1343,98,261
1308,27-02-2011,1,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,98,268
1309,27-02-2011,1,2,17,0,0,0,1,0.42,0.4242,0.54,0.194,66,187
1310,27-02-2011,1,2,18,0,0,0,1,0.4,0.4091,0.54,0.194,24,127
1311,27-02-2011,1,2,19,0,0,0,1,0.4,0.4091,0.54,0.1343,16,102
1312,27-02-2011,1,2,20,0,0,0,1,0.4,0.4091,0.54,0.0896,9,81
1313,27-02-2011,1,2,21,0,0,0,1,0.38,0.3939,0.62,0.1642,8,69
1314,27-02-2011,1,2,22,0,0,0,2,0.38,0.3939,0.62,0.1045,2,69
1315,27-02-2011,1,2,23,0,0,0,2,0.36,0.3485,0.62,0.1642,6,59
1316,28-02-2011,1,2,0,0,1,1,2,0.36,0.3636,0.66,0.1045,5,30
1317,28-02-2011,1,2,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,8
1318,28-02-2011,1,2,3,0,1,1,3,0.32,0.3182,0.93,0.1642,0,1
1319,28-02-2011,1,2,5,0,1,1,2,0.34,0.3636,0.93,0,1,5
1320,28-02-2011,1,2,6,0,1,1,2,0.34,0.3485,0.96,0.1045,1,28
1321,28-02-2011,1,2,7,0,1,1,2,0.36,0.3636,0.93,0.1045,2,92
1322,28-02-2011,1,2,8,0,1,1,2,0.34,0.303,0.93,0.2985,13,255
1323,28-02-2011,1,2,9,0,1,1,1,0.42,0.4242,0.82,0.2836,15,142
1324,28-02-2011,1,2,10,0,1,1,2,0.52,0.5,0.72,0.4925,13,92
1325,28-02-2011,1,2,11,0,1,1,2,0.56,0.5303,0.64,0.2985,13,87
1326,28-02-2011,1,2,12,0,1,1,2,0.56,0.5303,0.64,0.2985,0,36
1327,28-02-2011,1,2,13,0,1,1,3,0.46,0.4545,0.94,0.2239,1,32
1328,28-02-2011,1,2,14,0,1,1,3,0.42,0.4242,1,0.2985,1,25
1329,28-02-2011,1,2,15,0,1,1,3,0.42,0.4242,1,0.2985,0,35
1330,28-02-2011,1,2,16,0,1,1,3,0.42,0.4242,1,0.1343,2,42
1331,28-02-2011,1,2,17,0,1,1,3,0.4,0.4091,1,0.2985,2,79
1332,28-02-2011,1,2,18,0,1,1,3,0.46,0.4545,0.94,0.194,4,131
1333,28-02-2011,1,2,19,0,1,1,3,0.44,0.4394,0.88,0.6119,1,80
1334,28-02-2011,1,2,20,0,1,1,3,0.44,0.4394,0.88,0.6119,0,45
1335,28-02-2011,1,2,21,0,1,1,2,0.38,0.3939,0.87,0.3881,2,80
1336,28-02-2011,1,2,22,0,1,1,3,0.34,0.303,0.93,0.4179,4,76
1337,28-02-2011,1,2,23,0,1,1,2,0.32,0.2879,0.81,0.3881,0,45
1338,01-03-2011,1,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627,0,7
1339,01-03-2011,1,3,1,0,2,1,1,0.26,0.2273,0.7,0.3582,0,3
1340,01-03-2011,1,3,2,0,2,1,1,0.24,0.2121,0.65,0.3881,0,4
1341,01-03-2011,1,3,3,0,2,1,1,0.22,0.2121,0.69,0.2836,0,2
1342,01-03-2011,1,3,4,0,2,1,1,0.22,0.2121,0.69,0.2537,0,1
1343,01-03-2011,1,3,5,0,2,1,1,0.2,0.1818,0.64,0.2836,1,2
1344,01-03-2011,1,3,6,0,2,1,1,0.2,0.1818,0.59,0.2985,0,46
1345,01-03-2011,1,3,7,0,2,1,1,0.2,0.1818,0.59,0.3284,2,107
1346,01-03-2011,1,3,8,0,2,1,1,0.2,0.1818,0.59,0.3881,10,214
1347,01-03-2011,1,3,9,0,2,1,1,0.22,0.197,0.55,0.4179,8,124
1348,01-03-2011,1,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836,13,68
1349,01-03-2011,1,3,11,0,2,1,1,0.28,0.2727,0.45,0.2537,8,56
1350,01-03-2011,1,3,12,0,2,1,1,0.3,0.303,0.39,0.1343,6,86
1351,01-03-2011,1,3,13,0,2,1,1,0.32,0.3485,0.39,0,13,78
1352,01-03-2011,1,3,14,0,2,1,1,0.32,0.3333,0.36,0.1343,18,79
1353,01-03-2011,1,3,15,0,2,1,1,0.34,0.3636,0.34,0,7,64
1354,01-03-2011,1,3,16,0,2,1,1,0.34,0.3485,0.34,0.0896,10,102
1355,01-03-2011,1,3,17,0,2,1,1,0.34,0.3485,0.34,0.0896,12,242
1356,01-03-2011,1,3,18,0,2,1,1,0.32,0.3182,0.39,0.194,10,224
1357,01-03-2011,1,3,19,0,2,1,1,0.3,0.303,0.49,0.1343,4,119
1358,01-03-2011,1,3,20,0,2,1,1,0.3,0.3182,0.61,0.0896,2,88
1359,01-03-2011,1,3,21,0,2,1,1,0.26,0.303,0.56,0,8,63
1360,01-03-2011,1,3,22,0,2,1,1,0.24,0.2727,0.62,0.1045,3,47
1361,01-03-2011,1,3,23,0,2,1,1,0.24,0.2273,0.65,0.2239,2,25
1362,02-03-2011,1,3,0,0,3,1,1,0.22,0.2273,0.69,0.1642,3,8
1363,02-03-2011,1,3,1,0,3,1,1,0.22,0.2273,0.69,0.194,0,4
1364,02-03-2011,1,3,2,0,3,1,1,0.22,0.2273,0.69,0.194,0,2
1365,02-03-2011,1,3,3,0,3,1,1,0.22,0.2121,0.69,0.2836,3,4
1366,02-03-2011,1,3,4,0,3,1,1,0.2,0.2121,0.75,0.1343,1,1
1367,02-03-2011,1,3,5,0,3,1,1,0.22,0.2121,0.69,0.2239,0,5
1368,02-03-2011,1,3,6,0,3,1,1,0.22,0.2121,0.55,0.2537,1,40
1369,02-03-2011,1,3,7,0,3,1,1,0.22,0.2121,0.64,0.2537,2,110
1370,02-03-2011,1,3,8,0,3,1,1,0.24,0.2121,0.65,0.2836,13,256
1371,02-03-2011,1,3,9,0,3,1,1,0.28,0.2576,0.56,0.2985,7,148
1372,02-03-2011,1,3,10,0,3,1,1,0.32,0.303,0.49,0.2836,11,76
1373,02-03-2011,1,3,11,0,3,1,1,0.34,0.303,0.53,0.3284,8,73
1374,02-03-2011,1,3,12,0,3,1,1,0.4,0.4091,0.43,0.194,20,82
1375,02-03-2011,1,3,13,0,3,1,1,0.5,0.4848,0.25,0,35,125
1376,02-03-2011,1,3,14,0,3,1,1,0.52,0.5,0.23,0.2985,21,96
1377,02-03-2011,1,3,15,0,3,1,1,0.54,0.5152,0.19,0.4179,19,110
1378,02-03-2011,1,3,16,0,3,1,1,0.54,0.5152,0.19,0.3284,27,139
1379,02-03-2011,1,3,17,0,3,1,1,0.5,0.4848,0.23,0.2836,30,268
1380,02-03-2011,1,3,18,0,3,1,1,0.46,0.4545,0.23,0.4925,8,201
1381,02-03-2011,1,3,19,0,3,1,1,0.4,0.4091,0.28,0.5224,6,150
1382,02-03-2011,1,3,20,0,3,1,1,0.36,0.3333,0.29,0.4179,9,95
1383,02-03-2011,1,3,21,0,3,1,1,0.34,0.2879,0.29,0.4627,3,71
1384,02-03-2011,1,3,22,0,3,1,1,0.3,0.2576,0.26,0.5522,4,48
1385,02-03-2011,1,3,23,0,3,1,1,0.26,0.2121,0.3,0.5224,0,22
1386,03-03-2011,1,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,3,13
1387,03-03-2011,1,3,1,0,4,1,1,0.24,0.197,0.3,0.4627,0,1
1388,03-03-2011,1,3,2,0,4,1,1,0.2,0.1667,0.27,0.4627,1,3
1389,03-03-2011,1,3,3,0,4,1,1,0.2,0.1667,0.27,0.4627,0,1
1390,03-03-2011,1,3,4,0,4,1,1,0.16,0.1212,0.31,0.4925,0,1
1391,03-03-2011,1,3,5,0,4,1,1,0.14,0.1212,0.33,0.2985,1,8
1392,03-03-2011,1,3,6,0,4,1,1,0.14,0.1212,0.33,0.2985,1,35
1393,03-03-2011,1,3,7,0,4,1,1,0.12,0.0909,0.42,0.4179,1,111
1394,03-03-2011,1,3,8,0,4,1,1,0.14,0.1212,0.39,0.2985,4,220
1395,03-03-2011,1,3,9,0,4,1,1,0.16,0.1364,0.37,0.2836,10,145
1396,03-03-2011,1,3,10,0,4,1,1,0.18,0.1818,0.29,0.194,7,56
1397,03-03-2011,1,3,11,0,4,1,1,0.2,0.2273,0.29,0.0896,10,50
1398,03-03-2011,1,3,12,0,4,1,1,0.22,0.2273,0.25,0.1343,7,72
1399,03-03-2011,1,3,13,0,4,1,1,0.22,0.2576,0.25,0.0896,13,80
1400,03-03-2011,1,3,14,0,4,1,1,0.24,0.2576,0.21,0.1045,18,78
1401,03-03-2011,1,3,15,0,4,1,1,0.24,0.2879,0.23,0,6,68
1402,03-03-2011,1,3,16,0,4,1,1,0.26,0.303,0.23,0,6,71
1403,03-03-2011,1,3,17,0,4,1,1,0.26,0.303,0.22,0,17,202
1404,03-03-2011,1,3,18,0,4,1,1,0.24,0.2121,0.35,0.3284,6,167
1405,03-03-2011,1,3,19,0,4,1,1,0.2,0.197,0.4,0.2537,5,106
1406,03-03-2011,1,3,20,0,4,1,1,0.2,0.2273,0.4,0.0896,1,70
